HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN,_FETCH_IDX
2008-79,20081216,한국암웨이(주),,"서울특별시 강남구 삼성동 영동대로 517 (삼성동, 아셈타워)",쏘팔메토 열매 추출물 등 복합물,“전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능 II),복합물로서 (쏘팔메토 추출물로서 320 mg   및 네틀 추출물로서 240 mg),"1) 메스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음
2) 어린이, 임산부, 수유기 여성은 섭취에 주의할 것",1
2008-81,20081230,(주)디에스엠뉴트리션코리아,건강기능식품수입업,"서울특별시 서초구 방배천로 91(3층 방배동, 구산타워)",로즈힙 분말,"""로즈힙분말은 관절 및 연골건강에 도움을 줄 수 있습니다.”",로즈힙분말로서 5g,-,1
2009-57,20090605,(주)동원에프앤비,건강기능식품수입업,서울특별시 서초구 마방로 68(6층 양재동),가르시니아 캄보지아 추출물,"“탄수화물에서 지방으로의 합성을 억제하여 체지방 감소에 도움을 줍니다"" (기타기능 I)","총 (-)-HCA로서 750~2,800mg/day",1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.,1
2009-59,20090605,주영엔에스(주),건강기능식품수입업,"서울특별시 서초구 사임당로1길 15(서초동,소담빌딩 3층)",쏘팔메토 열매 추출물,“전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능 II),팔메토 열매추출물로서 320mg,"1) 임산부, 수유여성은 섭취에 주의하시기 바랍니다.
2) 메스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음",1
2014-18,20140514,(주)자연의힘,식품등 수입판매업,경기도 평택시 산단로197번길 73 1층,감마리놀렌산 함유 유지,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 210 ～ 300 mg/일,,1
2024-11,20240419,이연제약(주),수입식품등 수입ㆍ판매업,"서울특별시 강남구 테헤란로 620(대치동, 미래에셋타워) A동 12층",목천료추출분말,① 자외선에 의한 피부손상으로부터 피부건강 유지에 도움을 줄 수 있음 ② 피부보습에 도움을 줄 수 있음,개다래(실버바인)추출분말로서 686 mg/일,"① 영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의바랍니다. ② 특정 질환(알레르기 체질 등)이 있는 분은 섭취 시 주의바랍니다. ③ 이상사례 발생 시 섭취를 중단하고 전문가와 상담하시기 바랍니다.",1
2024-5,20240311,(주)씨에이치랩스,수입식품등 수입ㆍ판매업,서울특별시 영등포구 버드나루로 고촌빌딩 5층 (주)씨에이치랩스,Lactiplantibacillus plantarum PBS067 등 프로바이오틱스 복합물(PBS),피부보습에 도움을 줄 수 있음/ 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음,100억 CFU/일,"특정질환(알레르기 체질, 단장증후군 등)이 있는 분은 섭취에 주의할 것",1
2013-16,20130703,동아제약(주)달성공장,건강기능식품전문제조업,대구광역시 달성군 논공읍 논공로 493,동충하초 주정추출물,"면역기능 증진에 도움을 줄 수 있음
   (생리활성기능 2등급)",동충하초 주정추출물로서 1.5 g/일,-,1
2015-1,20150105,(주)에치와이 평택공장,건강기능식품전문제조업,경기도 평택시 진위면 동부대로 2,프로바이오틱스 HY7714,피부 보습에 도움을 줄 수 있음(생리활성기능 2등급) 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음(생리활성기능 2등급),1×10^10 CFU/일,1) 알레르기 체질이거나 특정질환이 있는 분은 섭취전 의사와 상담,1
2014-13,20140424,성원에프아이,수입식품등 수입ㆍ판매업,서울특별시 광진구 아차산로 444 YN 오피스텔 801,계피추출분말,혈당조절에 도움을 줄 수 있으나 관련 인체적용시험이 미흡함(생리활성기능 3등급),신청원료로서 336 mg/일,"1) 임산부 및 수유부는 섭취에 주의
2) 계피에 알레르기를 가진 사람은 섭취 주의",1
2009-18,20090317,(주)헬릭스미스,건강기능식품벤처제조업,서울특별시 강서구 마곡중앙8로7길 21 (마곡동),다래추출물,면역 과민반응 개선에 도움을 줄 수 있음(기타기능II),다래추출물로서 2g,1) 임산부 및 수유기 여성은 섭취 전 의사와 상담하여야 함,1
2019-15,20190705,(주)비티씨,건강기능식품벤처제조업,"경기도 안산시 상록구 사동 해안로 705 본관동 703호, 704호, 705호(사동, 경기테크노파크)",호로파 종자 추출물 (Testofen),서류 제출 예정.,,,1
2022-45,20221219,(주)제이와이글로벌푸드,수입식품등 수입ㆍ판매업,서울특별시 성동구 연무장5가길 25 (성수동2가) 321호,Bacillus coagulans Unique IS-2 프로바이오틱스,배변활동 원활에 도움을 줄 수 있음,Bacillus coagulans Unique IS-2  생균으로써 20억 CFU이상,,1
2014-23,20140604,(주)프롬바이오,,"경기도 수원시 영통구 신동 신원로 88 104동 102호(신동, 디지털 엠파이어 2)",보스웰리아 추출물(Boswellia serrata R. extract),"관절 및 연골건강에 도움을 줄 수 있음
(생리활성기능 2등급)",보스웰리아 추출물로서 1000 mg/일,1) 임산부 및 수유부는 섭취에 주의,1
2024-6,20240311,주식회사 노바웰스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 오창읍 양청택지3길 35(오창읍) 1층,백편두추출분말(NOVAponinⓇ),위 점막을 보호하여 위 건강에 도움을 줄 수 있음,백편두추출분말(NOVAponin®)로써 715 mg/일,"영,유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것, 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것, 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2023-4,20230215,씨제이웰케어,수입식품등 수입ㆍ판매업,"서울특별시 중구 세종대로 14(남대문로5가, 그랜드센트럴(GRAND CENTRAL)) 5,6층",CJ저분자콜라겐펩타이드,① 피부보습에 도움을 줄 수 있음 ② 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음,CJ저분자콜라겐펩타이드로서 2.0g/일,,1
2021-10,20210903,(재)금산국제인삼약초연구소,,충청남도 금산군 금산읍 인삼광장로 25,인삼,.,,,1
2012-35,20121227,대상주식회사,수입식품등 수입ㆍ판매업,서울특별시 동대문구 천호대로 26  (신설동 ) 대상빌딩 3층,유단백가수분해물(락티움),스트레스로 인한 긴장 완화에 도움을 줄 수 있음(생리활성기능 2등급),유단백가수분해물(락티움)로서 150 mg/일,"1) 임산부, 수유여성 및 어린이는 섭취에 주의
2) 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의",1
2014-32,20140717,기문물산(주),수입식품등 수입ㆍ판매업,서울특별시 강남구 언주로 122 (도곡동 467-18 우성캐릭터빌 510호),식물스타놀 에스테르,높은 혈중 콜레스테롤 수치 개선에 도움을 줄 수 있음(생리활성기능 2등급),식물스타놀 에스테르 로서 2.5~3.4 g/일,1) 식물스타놀 에스테르는 지용성 비타민의 흡수를 저해할 수 있습니다.,1
2011-28,20111013,(주)뉴메드,건강기능식품벤처제조업,서울특별시 동대문구 이문로 88 민족통일빌딩 1401호,가시오갈피 등 복합추출물,관절 건강에 도움을 줄 수 있음(기타기능 II),가시오갈피 등 복합추출물로서 1.5g/일,-,1
2024-22,20241014,동국제약(주),수입식품등 수입ㆍ판매업,충청북도 진천군 사동길 18-1,나한과박추출분말(DKB131),관절 및 연골건강에 도움을 줄 수 있음,나한과추출분말로서 1.5 g/일,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의한다.",1
2024-23,20241014,코스맥스엔에스 주식회사,수입식품등 수입ㆍ판매업,"경기도 성남시 분당구 판교로255번길 62(삼평동, 파마리서치 및 아이코닉스 판교사옥) 301(일부)호",배초향·고지베리·무화과복합추출물,"항당화를 통한 피부 건강 개선에 도움을 줄 수 있음, 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음.",500mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취 주의",1
2024-7,20240311,(주)아모레퍼시픽,건강기능식품전문제조업,경기도 안성시 공단1로 36,흑차추출물,혈중 중성지방 개선에 도움을 줄 수 있음,흑차추출물로서 1 g/일,"○ 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것○ 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 ○ 카페인이 함유되어 있어 초조감 불면 등을 나타낼 수 있음○ 카페인을 함유한 식품의 섭취에 주의할 것○ 식사 후 섭취할 것",1
2024-12,20240419,콜마비앤에이치(주),건강기능식품전문제조업,세종특별자치시 전의면 산단길 22-15,타마린드강황주정추출복합물(TamaFlex®),관절 및 연골건강에 도움을 줄 수 있음,250mg/day,"① 영유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것, ② 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것, ③ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2019-11,20190705,대화제약(주),수입식품등 수입ㆍ판매업,강원특별자치도 횡성군 횡성읍 한우로 495 대화제약(주),오가피열매50%주정추출물건조엑스,혈압조절에 도움을 줌,신청원료로서 2.0g,"영⋅유아, 임산부, 수유부 및 알레르기 체질이거나 특정질환이 있는 사람은 섭취에 주의함 (판매되고 있는 오가피 함유 추출물 제품의 주의사항을 토대로 설정함)",1
2022-9,20220208,한국식품산업클러스터진흥원,건강기능식품전문제조업,전북특별자치도 익산시 왕궁면 국가식품로 100 국가식품클러스터지원센터,블랙라즈베리 추출물,혈압개선에 도움,,,1
2021-16,20211104,(주)에치와이,수입식품등 수입ㆍ판매업,서울특별시 서초구 강남대로 577(10층 잠원동),꾸지뽕잎추출물,위 불편감 개선에 도움을 줄 수 있음,꾸지뽕잎추출물로서 100mg/일,임산부와 수유부는 섭취에 주의한다,1
2023-5,20230327,(주)아리바이오,건강기능식품벤처제조업,"경기도 성남시 분당구 동판교로 56(백현동, 아리바이오빌딩) 아리바이오",강황추출물,근력개선에 도움을 줄 수 있음,"지표성분으로써 100mg/ 일, 신청원료로써 250mh/일","∎ 영유아, 임산부, 수유부 및 특정질환(담낭질환, 출혈질환)이 있는 분은 섭취에 주의하시기 바랍니다.∎ 강황에 대한 특이체질 및 알러지 체질의 경우 성분을 확인하고 섭취하시기 바랍니다.∎ 제안된 섭취량 이상 섭취시 소화불량, 위장장애, 메스꺼움, 위산 역류 등이 있을 수 있습니다.⇒ 신청원료의 인체적용시험 대상자에 영유아, 임산부, 수유부 및 특정질환자 등은 포함되지 않았으므로, 섭취 시 주의사항으로 설정⇒ 강황뿌리줄기에 대한 독성학적 보고나 이상 반응은 보고되지 않았으나 강황은 항응고작용과 담즙분비를 촉진작용을 하여 섭취시 주의사항으로 설정",1
2021-22,20211230,경상대학교 산학협력단,,경상남도 진주시 진주대로 501,굴가수분해물,.,,,1
2022-3,20220203,광동헬스바이오(주),건강기능식품전문제조업,충청북도 청주시 청원구 오창읍 양청송대길 39 (주)네추럴에프앤피,천심련 추출물 (ParActin®),관절건강에 도움을 줄 수 있음,300 mg,"○영유아, 어린이, 임산부 및 수유부는 섭취를 금함. ○ 특정질환(알레르기 체질 등)이 있는 분은 원료를 확인한 후 섭취할 것",1
2022-15,20220225,오펠라헬스케어코리아 주식회사,수입식품등 수입ㆍ판매업,서울특별시 서초구 반포대로 235(10층 반포동),유산균복합물(AB-LIFE®),혈중 콜레스테롤 개선에 도움을 줄 수 있음,"1,200,000,000 CFU / day",산성도가 낮은 음료나 뜨거운 물과 함께 복용하는 것을 피하는 것이 좋습니다. 임신·수유부는 제품 섭취전 의사와 상담하십시오,1
2023-12,20230510,동국제약(주),수입식품등 수입ㆍ판매업,충청북도 진천군 광혜원면 사동길 18-1,맥아구절초추출복합물,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음,맥아구절초추출물로서 500 mg/일,임신 중에는 사용하지 말 것,1
2022-19,20220418,(주)아모레퍼시픽,건강기능식품유통전문판매업,"경기도 용인시 기흥구 용구대로 1920(보라동, 아모레퍼시픽기술연구원) (주)아모레피시픽 기술연구원",L-글루탐산발효 가바분말,수면의 질 개선에 도움을 줄 수 있음,발효 가바 분말로서 375 mg/일(GABA로서 75 mg/일),"○ 영유아, 어린이, 임산부 및 수유부는 섭취에 주의○ 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의○ 의약품(혈압약, 항우울제 등) 복용 시 섭취에 주의할 것 ○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2022-28,20220906,(주)오나트라,수입식품등 수입ㆍ판매업,"서울특별시 서초구 서초대로 240(408호 서초동, 서초동 동일하이빌)",루바브뿌리추출물,갱년기 여성 건강에 도움을 줄 수 있음.,루바브뿌리로써 4mg/일,"영.유아, 어린이, 임산부 및 수유부는 섭취에 주의 바람. 에스트로겐 호르몬에 민감한 사람은 섭취에 주의 바람. 특정 질환(알레르기 체질 등)이 있는 사람은 섭취에 주의 바람. 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것. 천연물 소재 추출물 복용 시 발생할 수 있는 경미한 소화불량이 있을 수 있음.",1
2022-36,20221124,주식회사 노바웰스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 오창읍 양청택지3길 35(오창읍) 1층,해국추출물,체지방 감소에 도움을 줄 수 있음,해국추출물로써 700mg/일,신청서 참조,1
2024-16,20240523,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 흥덕구 오송읍 오송생명14로 80(오송읍),기장밀추출복합물(KeranatTM),모발의 건강 상태 유지에 도움을 줄 수 있음,300 mg,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것 / 특정질환(알레르지 체질 등)이 있는 분은 섭취에 주의할 것 / 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2023-19,20230707,주식회사 엔비피헬스케어,건강기능식품벤처제조업,경기도 수원시 장안구 장안로448번길 5(이목동),L. plantarum LC27과 B. longum LC67의 프로바이오틱스 복합물(NVP-1702),알콜성 간 손상으로부터 간 건강에 도움을 줄 수 있음,신청원료 “프로바이오틱스 NVP-1702”로서 1.0×10^10 CFU/일,"영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의할 것.",1
2025-1,20250210,(주)종근당바이오,건강기능식품전문제조업,경기도 안산시 단원구 신원로 292 종근당바이오(주)반월공장,프로바이오틱스(Lactiplantibacillus plantarum KC3)·익모초추출복합물(CKDB-315),호흡기(기관∙기관지) 건강에 도움을 줄 수 있음,980 mg/일,"(가) 질환이 있거나 의약품 복용 시 전문가와 상담할 것, (나) 특정 질환(단장 증후군, 알레르기 체질 등)이 있는 분은 섭취에 주의할 것, (다) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것, (라) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것, (마) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것",1
2023-32,20231018,한국식품산업클러스터진흥원,건강기능식품전문제조업,전북특별자치도 익산시 왕궁면 국가식품로 100 국가식품클러스터지원센터,당조고추건조분말,식후 혈당 사승 억제에 도움을 줄 수 있음,7g,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것, 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것, 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2008-46,20080909,(주)엘지생활건강,식품등 수입판매업,서울특별시 영등포구,L-테아닌,“스트레스로 인한 긴장을 완화시키는데 도움을 줄 수 있음” (기타기능 II),L-테아닌 으로서 200~250mg/일,"1) L-테아닌은 카페인과 길항작용이 있으므로 섭취 시 카페인 함유음료(커피, 홍차, 녹차 등)의 섭취를 삼가시기 바랍니다.
2) 임산부, 수유부 및 어린이, 기타 질병을 가지고 있는 사람은 섭취 전 의사와 상담하시기 바랍니다.
3) 수술 전 후에는 섭취에 주의하시기 바랍니다.
4) 과량 섭취 시 위장장애, 어지러움 등의 증상이 나타날 수 있습니다.",1
2008-62,20081013,(주)디에스엠뉴트리션코리아,건강기능식품수입업,"서울특별시 서초구 방배천로 91(3층 방배동, 구산타워)",TEAVIGO (고순도 녹차 EGCG 90%),항산화 작용,EGCG로서 300~330mg,"1) 임산부, 수유기 여성 및 어린이는 섭취에 주의하여야 함",1
2009-1,20090128,롯데쇼핑주식회사,건강기능식품수입업,서울특별시 영등포구 양평로21길 10 628 2층,L-글루타민산 유래 GABA 함유 분말,“혈압이 높은 사람에게 도움을 줄 수 있습니다. (기타기능Ⅱ)”,GABA로서 20mg/일,"1) 임산부와 수유기 여성, 어린이는 섭취에 주의",1
2009-7,20090129,코그니스코리아(주),건강기능식품수입업,"서울특별시 서초구 강남대로 299(서초동,, 1339번호 9호 강남메트로빌딩 5층)",Tonalin CLA FFA,"“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다."" (기타기능 II)",공액리놀레산으로서 1.7~4.0 g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다.",1
2010-59,20101216,(주)뉴트렉스테크놀러지,건강기능식품벤처제조업,"전라남도 나주시 동수농공단지길 30-5 (동수동) 신관201호, 전라남도식품산업연구센터",지초추출물,피부보습에 도움을 줄 수 있음(기타기능Ⅱ),지초추출물로서 2200 mg/일,-,1
2007-20,20071206,희망상회,식품등 수입판매업,서울특별시 노원구 상계동 173 벽산@복합상가 109동 1층 56호,Dimethylsulfone(MSM),관절 건강에 도움을 줄 수 있음(기타기능II),메틸설포닐메탄(Methylsulfonylmethane; MSM) 으로서 1500～2000mg/일,-,1
2024-14,20240523,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,"경기도 과천시 과천대로7길 65(갈현동, 과천상상자이타워) B동 103호",파비플로라생강뿌리추출물,체지방 감소에 도움을 줄 수 있음,신청원료 “파비플로라추출물”로서 100 mg/일,"영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의할 것",1
2024-15,20240523,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,"경기도 과천시 과천대로7길 65(갈현동, 과천상상자이타워) B동 103호",보스웰리아추출물,관절 및 연골 건강에 도움을 줄 수 있음,신청원료 “보스웰리아추출물(BOSMAX)”로서 500 mg/일,"영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의할 것",1
2010-61,20101216,(주)더써머스,건강기능식품수입업,경기도 수원시 권선구 곡반정로19번길 68-4(1층 곡반정동),녹차추출물,체지방 감소에 도움을 줄 수 있음(기타기능 II),카테킨으로서 0.3～0.5 g/일,"카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음",1
2013-21,20130710,(주)유유제약,수입식품등 수입ㆍ판매업,서울특별시 중구 동호로 197,키토산,"체지방 감소에 도움을 줄 수 있음
 (생리활성기능 2등급)",3.0 ∼ 4.5 g/일,1) 알레르기가 있는 사람은 섭취 시 주의,1
2013-33,20131122,동일티엔디(주),식품등 수입판매업,서울특별시 강북구 번동 437-11   창강빌딩 504호,잔나비걸상버섯균사체,"혈당 조절에 도움을 줄 수 있음
 (생리활성기능 2등급)","1,500 mg/일",,1
2024-18,20240628,(주)바이텍 익산지점,건강기능식품전문제조업,"전북특별자치도 익산시 왕궁면 국가식품로 174 흥암리 1288, (주)바이텍 익산지점",팔밋올레산 함유 명태(알래스카폴락)유래 정제어유,피부 보습에 도움을 줄 수 있음/자외선에 의한 피부손상으로부터 피부건강을 유지해 줌,팔밋올레산 함유 알래스카폴락 정제어유(7-MEGATM) 1g/day,"○ 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것○ 신청원료와 같은 정제어유에 과민반응이 있는 분은 섭취에 주의할 것○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2024-20,20240826,(주)한국인삼공사,건강기능식품전문제조업,충청남도 부여군 규암면 흥수로 846,홍삼,혈당 조절에 도움을 줄 수 있음,"진세노사이드 Rg1, Rb1 및 Rg3의 합계로서 22~80mg",,1
2014-36,20140811,(주)빅솔반월공장,수입식품등 수입ㆍ판매업,서울 동작구 신대방동,오메가-3 지방산 함유 유지,"기억력 개선에 도움을 줄 수 있음
 (생리활성기능 2등급)",DHA와 EPA의 합으로서 0.9 ～ 2 g/일,「건강기능식품 기능성 원료 및 기준?규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임,1
2019-19,20190814,주식회사 아리너스,건강기능식품전문제조업,충청북도 제천시 왕암동 한방엑스포로5길 77,댕댕이나무열매(허니베리)추출분말,비알콜성 간기능 손상으로부터 간보호,1960mg/day,,1
2015-23,20151104,주식회사 휴럼,건강기능식품전문제조업,충청북도 청주시 청원구 오창읍 연구단지로 40 충북테크노파크생산동 101,까마귀쪽나무 열매 주정추출물,관절건강에 도움을 줄 수 있음(생리활성기능 2등급),까마귀쪽나무 열매 주정 추출몰로서 200 mg/일,-,1
2014-1,20140107,(주)뉴메드,건강기능식품벤처제조업,서울특별시 동대문구 이문동 이문로 88 민족통일빌딩 3층(이문동),헛개나무과병추출분말,알콜성 손상으로부터 간을 보호하는데 도움을 줄 수 있음(생리활성기능 2등급),"헛개나무과병추출물로서 2,460 mg/일","1) 임산부, 수유부 섭취에 주의",1
2014-9,20140225,(주)메디뉴트라,수입식품등 수입ㆍ판매업,"서울특별시 구로구 가마산로 282 907호(구로동, 대림오피스밸리)",올리브잎주정추출물,건강한 혈압의 유지에 도움을 줄 수 있음(생리활성기능 2등급),"올리브잎주정추출물로서 500~1,000 mg/g일",1) 혈압약을 복용하시는 분이 섭취 시에는 의사와 상담하셔야 합니다.,1
2017-6,20171229,(주)에이스바이옴,수입식품등 수입ㆍ판매업,서울특별시 강남구 영동대로 511 트레이드타워 42층 4203호(삼성동),Lactobacillus gasseri BNR17,체지방 감소에 도움을 줌,1E+10 CFUs/day,1) 산성도가 낮은 음료나 뜨거운 물과 함께 복용하는 것을 피하는 것이 좋음,1
2023-41,20231229,(주)엘지생활건강,수입식품등 수입ㆍ판매업,"서울특별시 종로구 새문안로 58(신문로2가,엘지광화문빌딩  11층)",발효굴추출물(FSO),근력 성장에 도움을 줄 수 있음,"캡슐 제형의 제품기준 1일 1,000mg 섭취",,1
2007-7,20070608,(주)주피터인터내셔널,건강기능식품수입업,서울특별시 서초구 바우뫼로43길 22(양재동),KANEKA Q10,"“코엔자임Q10은 항산화에 도움을 줄 수 있습니다.”
 (기타Ⅱ등급)",.,,1
2009-31,20090408,(주)네츄럴라이프,건강기능식품수입업,경기도 안산시,쏘팔메토 (Saw Palmetto) 열매 추출물,“쏘팔메토 열매 추출물은 전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능II),쏘팔메토 열매 추출물로서 320mg,"1) 어린이, 임산부 및 수유여성은 섭취에 주의
2) 매쓰꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음",1
2007-1,20070425,(주)디에스엠뉴트리션코리아,건강기능식품수입업,"서울특별시 서초구 방배천로 91(3층 방배동, 구산타워)",Free Lutein 복합물(Lutein 20% FS),루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다.”(기타Ⅰ등급),Lutein으로써,"-임산부는 섭취 전 의사와 상담이 필요합니다.
 -과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다",1
2007-2,20070425,(주)로하스피아,건강기능식품수입업,"서울특별시 송파구 위례성대로18길 27(지상3층 방이동, 진양빌딩)",FloraGLO Lutein(20% liquid in safflower oil),"“루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 
 유지시켜 주어 눈건강에 도움을 줍니다.”(기타Ⅰ등급)",Lutein으로써,"-임산부는 섭취 전 의사와 상담이 필요합니다.
-과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.",1
2008-50,20081002,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구 동호로 330(쌍림동),토마토추출물,“항산화에 도움을 줄 수 있음” (기타기능 II),(all-trans)-lycopene 으로서 5.7~1.5mg/일,"1) 알레르기 체질이신 분은 개인에 따라 과민반응을 나타낼 수 있습니다.
2) 라이코펜이 함유된 식품을 과량 섭취 시 피부색이 오렌지색으로 변할 수 있습니다.",1
2008-78,20081208,(주)케이씨에프코리아,건강기능식품수입업,서울특별시 광진구 뚝섬로 700(202-2호 자양동),표고버섯균사체 AHCC,“면역기능 증진에 도움을 줄 수 있습니다” (기타기능II),표고버섯균사체 AHCC로서 1.85~3.6g/일,-,1
2024-17,20240628,주식회사 시나몬랩,수입식품등 수입ㆍ판매업,서울특별시 서초구 강남대로 311 (서초동) 10층 1010호,루바브뿌리추출물(ERr731Ⓡ),갱년기 여성 건강에 도움을 줄 수 있음,루바브뿌리추출물(ERr731Ⓡ)로서 4 mg/일,"1. 영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의. 2. 에스트로겐 호르몬에 민감한 사람은 섭취에 주의. 3. 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음. 4. 알레르기 체질이거나 특정 질환이 있는 사람은 섭취 전 전문가와 상담할 것. 5. 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것.",1
2010-6,20100205,(주)부국유통,수입식품등 수입ㆍ판매업,"서울특별시 강남구 학동로97길 74 (청담동, 삼오빌딩 2층)",카제인가수분해물,혈압이 높은 사람에게 도움을 줄 수 있습니다.(기타기능 II),VPP(Val-Pro-Pro) 및 IPP(Ile-Pro-Pro)의 합으로서 1.8 ~ 3.6 mg/day,-,1
2010-17,20100405,(주)더써머스,건강기능식품수입업,경기도 수원시 권선구 곡반정로19번길 68-4(1층 곡반정동),밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오",1
2024-21,20240826,동아제약(주),수입식품등 수입ㆍ판매업,서울특별시 동대문구 천호대로 64(용두동),황해쑥추출분말,위점막을 보호하여 위건강에 도움을 줄 수 있음,황해쑥추출분말로서 240 mg/일,"○ 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 ○ 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 ○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 ○ 위염치료제 등 의약품을 복용하시는 분은 섭취 전 전문가와 상담할 것",1
2011-34,20111104,주영엔에스(주),건강기능식품일반판매업,서울특별시 관악구 봉천동 산 4번지  1호 20통 1반 서울대학교가족생활동 936동 505호,홍경천 추출물,“스트레스로 인한 피로개선에 도움을 줄 수 있음”(생리활성기능 2등급),홍경천추출물로서 200～600 mg,-,1
2011-42,20111228,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 송파구 송파대로 201 (문정동),콜레우스 포스콜리 추출물,체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),콜레우스 포스콜리 추출물로서 500 mg/일,"1) 임산부, 수유여성, 어린이는 섭취에 주의",1
2024-19,20240703,(주)일원바이오,수입식품등 수입ㆍ판매업,전북특별자치도 익산시 평동로5길 17-1 (평화동),천마추출물,인지기능 개선에 도움을 줌,500mg,첨부파일 참조,1
2024-24,20241014,코스맥스엔비티(주),건강기능식품전문제조업,경기도 이천시 마장면 덕평로663번길 127-16,배초향·고지베리·무화과복합추출물,"항당화를 통한 피부 건강 개선에 도움을 줄 수 있음, 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음.",500mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취 주의",1
